"i","x"
1,0
2,-0.961933415919883
3,-0.388719064470455
4,0.219916309794206
5,-1.13014025493571
6,0.0827688007928042
7,0.038400824680912
8,0.0892578140803629
9,1.1255359941233
10,-1.10630381616566
11,1.15673834047332
12,-0.629107762087809
13,-1.19412934704452
14,-0.835771424737429
15,0.169075227172472
16,0.168953229372843
17,-0.290761106741136
18,-0.982093441582236
19,-0.746452155606694
20,1.14966840871992
21,0.314778448854961
22,-0.547005876974476
23,-0.997001321174987
24,-0.303428311779493
25,-1.69681767120811
26,-0.654136876271802
27,-0.806486348348775
28,1.07996714440646
29,1.12006383937488
30,0.0399279098509282
31,-1.13278950711423
32,0.787345778271247
33,0.930505024919346
34,0.820765676646414
35,0.818578713353251
36,-0.270271745610367
37,0.678488338924477
38,1.36820682262453
39,0.175072696406724
40,-0.961776500355606
41,0.697583580836973
42,0.856265230093146
43,-0.224836607949986
44,1.6764011847641
45,-0.626953590072871
46,0.285742357172741
47,-2.23682683780051
48,-0.385887962808297
49,1.09227619517806
50,-0.346318356742651
51,-0.933798151213137
52,0.633459086609934
53,-0.746094993204241
54,0.192475616634808
55,-1.71801614887011
56,-1.58322675069589
57,-0.611873901848076
58,-1.09667866555287
59,1.252475026704
60,1.04270423964542
61,-0.68087173711229
62,0.505430999436036
63,0.968739307681376
64,0.353161203753862
65,0.387282676312957
66,1.21306562472689
67,-0.359539812816514
68,-0.454783703417252
69,0.909634432878626
70,-1.19804316766
71,0.0663931163090428
72,-0.0246861903163235
73,0.464628690814938
74,1.07066054328605
75,0.374424506563
76,0.2692685535165
77,0.774519319874059
78,1.29452044251162
79,0.51281038941943
80,-0.93677178265018
81,-0.250530088461853
82,1.7104822074019
83,-0.181250084759891
84,0.67051503564974
85,1.29145759936771
86,0.92344206324026
87,0.0859418079022967
88,0.22774481595722
89,-0.863689269409659
90,0.35339136443096
91,-0.851050614222447
92,-0.938923515777216
93,-1.08388668232622
94,-0.759266405156517
95,0.978020019978357
96,-0.293076031432995
97,-0.0998939967533796
98,-0.472040209172383
99,0.493704246073023
100,0.981005395533803
101,-0.111173805655011
102,0.606232667906639
103,-0.344454245902686
104,1.01865833819905
105,0.704150080052841
106,1.08787618480145
107,0.71695493649217
108,0.278431489095724
109,-1.86988414288443
110,-0.869571245966704
111,0.39438129085209
112,-0.423592908917251
113,-0.322100986671742
114,-0.445900243218327
115,1.57417649667248
116,-0.563638061196561
117,-0.509456963447745
118,-0.0366885355330566
119,0.212095767642009
120,0.210079772057307
121,-0.0291405171293749
122,-1.49833368363175
123,0.218004384470423
124,0.538944460622618
125,-0.430441018988771
126,0.631811514024293
127,-0.699267453829637
128,0.316147045455203
129,-0.632388640096953
130,-1.78758305916396
131,0.977560773386715
132,0.791262667210032
133,0.222282622888514
134,1.51504182246955
135,-1.48064929671054
136,-0.0202189063257241
137,-2.40568561776263
138,1.20335969379071
139,-0.758557080928834
140,-1.38229403530853
141,-1.01542839611772
142,-1.26592329910132
143,-2.10894000996551
144,-1.20083823586016
145,-0.271768424751916
146,0.885329948173573
147,0.496202803061869
148,-1.19256409489886
149,-0.7619508213807
150,1.85404860668708
151,0.595604224682904
152,-1.23178889850342
153,2.51186648491494
154,0.738258936721741
155,0.927718211618048
156,1.18121452661307
157,0.34413540975014
158,0.102612378537076
159,-0.974554294802314
160,-1.40830985132397
161,2.32322435009778
162,-0.43310563485129
163,0.869552084537497
164,1.05161943474311
165,1.71316488060601
166,2.00671601296276
167,0.903134334540811
168,1.30816751220804
169,-0.992837077925445
170,0.569046407746778
171,1.2733161291112
172,0.36190696685929
173,-0.382505890816458
174,0.199969500880141
175,-0.530591241982398
176,-0.553661892720181
177,1.10853130276988
178,2.2663900847029
179,-1.48251800063221
180,-1.74907441518667
181,-1.21346085498137
182,0.20174813511315
183,-0.868672340223856
184,0.306811747862714
185,0.267222642853213
186,-0.403774549201623
187,-0.58831058125528
188,-1.38108271696105
189,0.544018477685088
190,2.21719132930053
191,-0.194950516362683
192,-1.37681294856283
193,-0.808907756775827
194,0.56902746777533
195,0.828193921548611
196,2.75945131933886
197,-1.09492628931992
198,-0.0517334834361934
199,-0.202240856511269
200,-1.28174171117333
201,-0.79061673275385
202,-1.41141399775777
203,0.136182221010264
204,1.09915207101455
205,-1.53280328237181
206,-0.610460586678786
207,1.40012578678462
208,-1.53252002367904
209,1.40784399407067
210,-1.35258624841518
211,-1.31770776542954
212,-0.48835765750874
213,-0.96447589036908
214,0.753037896005782
215,-0.414303448510663
216,0.686552865338284
217,-0.550657932159309
218,0.288669749746035
219,1.84249237568639
220,1.63747606751189
221,0.576177049738086
222,0.259593664348077
223,1.71030626487191
224,-0.793793851447133
225,0.58277580909996
226,-0.495066413086377
227,2.39469858927447
228,-0.0651599774642874
229,-0.123885866268007
230,0.957040200555348
231,0.686643649998143
232,-1.14029403652356
233,-0.415957827058075
234,0.359664692447256
235,-1.65240177215345
236,-0.878232648593342
237,-0.342123601519104
238,-1.03577918862337
239,-1.02767827242453
240,0.337477741714001
241,-0.293068836778078
242,-0.303782759002097
243,1.25376378296924
244,0.429588154883586
245,1.31664147138968
246,1.1651120793774
247,0.781895364080182
248,-0.235138572177133
249,0.4405628281054
250,0.522662142622912
251,2.58850200900829
252,-0.276212884456295
253,1.34048493364218
254,0.275892783492477
255,-0.75522569058951
256,1.80599616383355
257,0.733522481030579
258,-1.77150433533398
259,-0.72745834722693
260,-0.0987605933482423
261,-2.16912642091505
262,1.55368743833807
263,0.915842226093691
264,-0.392958623401966
265,-0.512059761610309
266,0.280466098474572
267,-0.944254187720261
268,-0.62566962816678
269,-0.000530222664151279
270,0.103476965729732
271,1.1801470254233
272,0.512203903662183
273,-0.0828819710221761
274,-0.388163762917707
275,1.23985020525201
276,-0.575347288939885
277,0.506715796741177
278,0.353613535494838
279,0.250802510322588
280,0.946083250354043
281,-0.792943567306414
282,-0.0821873707000863
283,-0.20339236129663
284,-2.2550181373743
285,0.252821171231605
286,1.64797413252474
287,-1.03127667229134
288,1.5563814949362
289,0.360183583376494
290,1.42199421104624
291,-0.715612373695366
292,0.614300838499087
293,-0.520232455694727
294,-0.736576155188355
295,0.304815306576882
296,1.34343894027281
297,0.448365414882643
298,-0.45734863243227
299,1.20637974027752
300,-0.182517404002933
301,0.792980124044502
302,-1.18008078113643
303,0.644979211081883
304,-0.738955619219854
305,-0.453279478724432
306,-1.41182223331935
307,3.3781168416317
308,-0.875336812859697
309,0.1068236360118
310,0.105048000777238
311,-0.867986618530188
312,0.173637196902854
313,0.675070782568201
314,0.833303607771902
315,-2.15203026532998
316,-1.11802914343749
317,-0.278186749175114
318,-0.0933180916095869
319,-0.514969830136908
320,0.468789731651471
321,0.0825804562399931
322,-0.902431518383332
323,0.824099972176538
324,-0.25429912364764
325,0.06933294438159
326,2.13415401082649
327,0.409999879573457
328,-0.926604751596417
329,-0.377557720002972
330,0.126690225025817
331,-1.09920178802176
332,-2.03928499805862
333,-0.674189356500271
334,0.466968898313701
335,-0.874353052877088
336,0.596939047337445
337,1.58177267484482
338,0.352790572421268
339,1.73250377475055
340,0.451318563692526
341,-0.525878606479237
342,-0.210467300638742
343,2.46729262342566
344,1.31809835637972
345,0.474028912181515
346,0.268730317863991
347,0.095235773846423
348,0.316945179795137
349,1.54032838149816
350,0.769875077250025
351,0.166799525811596
352,-2.38177277763757
353,-0.190369986968062
354,0.317106356333117
355,0.466556371664599
356,0.257679266165503
357,0.136561415625782
358,-1.9796667691333
359,1.30704902822431
360,0.484862021670386
361,0.483323982369839
362,0.816576313057711
363,0.491345999957125
364,-1.92751700101716
365,-1.280331063567
366,0.936830863380127
367,2.21388562321741
368,-0.284448971141498
369,0.378542183417693
370,2.07787997227831
371,0.0138526248237482
372,1.37160815775847
373,-0.378196532008403
374,-0.75605245927612
375,-0.252847531364437
376,-0.426861216453311
377,0.787197445976209
378,-0.707086869760293
379,-1.00920990352126
380,0.316885777660771
381,2.12978642141713
382,-0.235883699571609
383,-1.11887646244738
384,-0.640860396706754
385,-0.548879977721249
386,0.0728690442755972
387,-0.0673862023966431
388,-0.36590075579167
389,-2.08507063457361
390,-0.959687084049127
391,-1.67735170858179
392,-0.457511228415647
393,-0.73770565085937
394,-0.245758510813318
395,-0.247139861314257
396,0.894527292699237
397,-1.02061275082495
398,-0.762950272288768
399,-0.950069939538921
400,-0.227816695086517
401,0.282707434100063
402,2.19211322813
403,1.09958982764926
404,0.615075235311561
405,0.172097728811458
406,-0.275648809661609
407,0.744755110753574
