"x","y"
1,-2.83006076337992
2,-3.87704802943389
3,-3.10038710681992
4,-2.69074177363256
5,-4.25034090460264
6,-3.50578198232197
7,-3.39962462091508
8,-3.78817477583163
9,-3.22653745115313
10,-2.67423602118132
11,-3.78016433380547
12,-3.12556908864291
13,-3.57756480353224
14,-3.91563658767721
15,-3.82545076632766
16,-3.67972225259986
17,-2.59185881733984
18,-3.45339386716528
19,-2.08557319927161
20,-2.77879285586598
21,-1.01409087227178
22,-2.45366886272722
23,-2.69312086657267
24,-3.10875008816103
25,-3.77833345597282
26,-3.27176470682572
27,-2.98615327168858
28,-3.06490341721163
29,-3.09345214447693
30,-2.36609810228844
31,-2.63805687376038
32,-2.09920322702411
33,-2.45802271166136
34,-2.18070291195117
35,-1.47451628913556
36,-3.33262688697776
37,-1.16984748976126
38,-3.04039563752843
39,-2.52573187036629
40,-2.45857350135598
41,-2.22163113483177
42,-2.61131982922068
43,-0.882481112767319
44,-1.16777415988363
45,-1.56069069463878
46,-2.97983640180656
47,-1.20638809395512
48,-2.22008575371631
49,-1.448548164839
50,-2.32959011451975
51,-0.285587358499363
52,-1.31517287581964
53,-0.893868103626306
54,-1.24338160243971
55,-2.01190372131658
56,-1.56339429845929
57,-1.26016529920405
58,-1.46978196335402
59,-0.936186819313916
60,-2.0021093877468
61,-2.90917573924968
62,-1.41838648744346
63,-1.69157300247961
64,-2.34068828969482
65,-2.22625148677274
66,-3.28982687074069
67,-2.85524251740425
68,-3.43855613112647
69,-2.78588665310444
70,-2.79858686153755
71,-2.124654415199
72,-2.70623539961853
73,-3.34530140204895
74,-2.23934052575296
75,-3.24747419996178
76,-3.21462121421185
77,-4.92813699050467
78,-2.97878468061326
79,-3.18238652621476
80,-3.744487510081
81,-3.43704410231688
82,-2.13828184813936
83,-2.59882106622097
84,-3.16493929914526
85,-2.5101847998076
86,-2.79470501925297
87,-1.33396354545914
88,-2.22367310794269
89,-0.263633389295728
90,-1.68465180003418
91,-0.578370719026721
92,-1.38320710115462
93,-0.387129032657788
94,-0.727181641344481
95,0.00112761878491685
96,-0.722623843141237
97,-0.532961954882363
98,-0.772732789326504
99,-1.5022930436529
100,-0.338557365025678
101,-0.359423815517174
102,-0.0734724581586935
103,0.353143027212493
104,1.11749857846073
105,-0.390027021528857
106,-0.848836637189438
107,-0.709831514862892
108,-1.25220972649887
109,-1.41310323793284
110,-1.04228401440589
111,-1.56665971407245
112,-1.6536089715815
113,-2.33353211320373
114,-2.08891261041021
115,-2.02491441197155
116,-2.13747306987882
117,-2.49399612303825
118,-0.458379595945832
119,0.136134358479613
120,-0.412692715518968
121,-0.494497798252732
122,-0.676678137512933
123,-0.0472592820638297
124,-0.0927768486442102
125,1.17035496962289
126,0.619003707297059
127,0.734140999092841
128,-0.0263430278780253
129,0.323519304274993
130,-0.768464822822331
131,0.858982072284766
132,0.828188793784108
133,1.13427107039315
134,1.56784152053222
135,1.66997261299288
136,2.02650422698349
137,2.62522901920688
138,2.92850625629251
139,2.60476663020754
140,1.64917292864862
141,2.291134402837
142,2.28273720774175
143,4.18691157258492
144,4.33543102526031
145,2.82626685549834
146,3.69211519021115
147,3.94446684897056
148,4.73178969392213
149,3.82785779692555
150,3.73946037031726
151,3.66100659406746
152,5.07522087864157
153,4.94763147792117
154,4.20427260974108
155,4.23820301847143
156,3.95753634769652
157,4.19847832699693
158,5.4872700647834
159,4.86047425420958
160,5.89809077868739
161,4.29786975926317
162,4.52305179222108
163,5.16361274541574
164,4.96904436209251
165,4.56511033789377
166,4.35349240362813
167,4.97392208126876
168,5.82855736351721
169,6.50404334582258
170,6.42648922419332
171,4.89603182999064
172,5.57595521574536
173,4.48163187801238
174,5.28542554982145
175,4.78406979365201
176,4.02218646244702
177,4.3506687568163
178,5.88002651758578
179,4.41660882819027
180,6.1427864720066
181,5.5143629478747
182,5.64227610896557
183,6.07713015366833
184,4.63406967393638
185,4.91118154375396
186,4.84662006081412
187,4.18400127680209
188,4.452886638099
189,3.58502433107093
190,4.20756005431853
191,4.75867869575432
192,3.55240958732038
193,3.81768127905501
194,4.25790608456548
195,3.90790342997046
196,4.05042556209468
197,3.2108038582361
198,3.60489304693671
199,4.47015919618437
200,4.75568342014873
201,4.23781864789645
202,2.50712879118282
203,2.88558861063118
204,3.11045748984533
205,1.86151804950069
206,3.18699951206319
207,0.8443253509633
208,1.66141466109885
209,1.78106843933214
210,2.22117353553579
211,1.80165803212379
212,0.791791826344167
213,-0.862735038307247
214,-0.49389520344417
215,-0.803888799623179
216,-0.0654474967528631
217,1.942340059005
218,0.709803178657422
219,1.55287086335215
220,1.39194996556893
221,2.42753193672654
222,2.23227002345311
223,3.174835647466
224,2.53197890860054
225,3.34926859182504
226,2.12694881662957
227,2.73753917051531
228,3.80552118333284
229,2.72349718912855
230,1.04390991386882
231,1.64704135035083
232,1.90500608840057
233,1.81188068564073
234,1.70603776741843
235,0.211702923574088
236,0.859968569692705
237,1.74724455665072
238,0.945698181311748
239,1.92296604394494
240,0.87559460465857
241,2.50534242320804
242,2.72025511050411
243,3.08568552985214
244,1.43673584434208
245,1.44572268602548
246,1.58356662926191
247,1.26852671079029
248,0.34134732228184
249,-0.301148920606209
250,0.594265720112281
